Time,Length_x_copper100um2M,Length_y_copper100um2M,Length_x_aluminum100um2M,Length_y_aluminum100um2M,Length_x_iron100um2M,Length_y_iron100um2M,Length_x_silver100um2M,Length_y_silver100um2M,Length_x_nickel100um2M,Length_y_nickel100um2M,Length_x_titanium100um2M,Length_y_titanium100um2M,Length_x_cobalt100um2M,Length_y_cobalt100um2M
1e-10,0.00019468084792606533,6.382978881447343e-06,0.00019468084792606533,6.382978881447343e-06,0.00019468084792606533,6.382978881447343e-06,0.00019468084792606533,6.382978881447343e-06,0.00019468084792606533,6.382978881447343e-06,0.00019468084792606533,6.382978881447343e-06,0.00019468084792606533,6.382978881447343e-06
2e-06,0.00019893617718480527,4.0425533370580524e-05,0.00019893617718480527,4.468085171538405e-05,0.00019893617718480527,4.0425533370580524e-05,0.00019893617718480527,4.0425533370580524e-05,0.00019893617718480527,4.0425533370580524e-05,0.00019893617718480527,4.468085171538405e-05,0.00019893617718480527,4.0425533370580524e-05
4e-06,0.00019893617718480527,5.3191488404991105e-05,0.00019893617718480527,6.170212873257697e-05,0.00019893617718480527,5.3191488404991105e-05,0.00019893617718480527,4.468085171538405e-05,0.00019893617718480527,5.3191488404991105e-05,0.00019893617718480527,5.744680674979463e-05,0.00019893617718480527,5.3191488404991105e-05
6e-06,0.00019893617718480527,5.744680674979463e-05,0.00019893617718480527,7.021276542218402e-05,0.00019893617718480527,6.170212873257697e-05,0.00019893617718480527,5.3191488404991105e-05,0.00019893617718480527,6.170212873257697e-05,0.00019893617718480527,7.021276542218402e-05,0.00019893617718480527,6.170212873257697e-05
8e-06,0.00019893617718480527,6.595744343940169e-05,0.00019893617718480527,7.872340211179107e-05,0.00019893617718480527,7.021276542218402e-05,0.00019893617718480527,6.170212873257697e-05,0.00019893617718480527,7.021276542218402e-05,0.00019893617718480527,7.446808740496635e-05,0.00019893617718480527,7.021276542218402e-05
1e-05,0.00019893617718480527,7.021276542218402e-05,0.00019893617718480527,8.723404607735574e-05,0.00019893617718480527,7.446808740496635e-05,0.00019893617718480527,6.595744343940169e-05,0.00019893617718480527,7.446808740496635e-05,0.00019893617718480527,8.297872409457341e-05,0.00019893617718480527,7.446808740496635e-05
1.2e-05,0.00019893617718480527,7.446808740496635e-05,0.00019893617718480527,9.148936078418046e-05,0.00019893617718480527,8.297872409457341e-05,0.00019893617718480527,7.021276542218402e-05,0.00019893617718480527,7.872340211179107e-05,0.00019893617718480527,8.723404607735574e-05,0.00019893617718480527,7.872340211179107e-05
1.4e-05,0.00019893617718480527,8.297872409457341e-05,0.000190425525943283,9.999999747378752e-05,0.00019893617718480527,8.723404607735574e-05,0.00019893617718480527,7.446808740496635e-05,0.00019893617718480527,8.723404607735574e-05,0.00019893617718480527,9.57446827669628e-05,0.00019893617718480527,8.723404607735574e-05
1.6e-05,0.00019893617718480527,8.723404607735574e-05,0.00020744680659845471,0.00010851064143935218,0.00019893617718480527,9.148936078418046e-05,0.00019893617718480527,7.872340211179107e-05,0.00019893617718480527,9.148936078418046e-05,0.00019468084792606533,0.00010425531945656985,0.00019893617718480527,9.148936078418046e-05
1.8e-05,0.00019893617718480527,8.723404607735574e-05,0.00022446809452958405,0.0001127659561461769,0.00019468084792606533,9.999999747378752e-05,0.00019893617718480527,8.085106310318224e-05,0.00019468084792606533,9.57446827669628e-05,0.00021170213585719466,0.00010851064143935218,0.00019468084792606533,9.999999747378752e-05
2e-05,0.00019893617718480527,9.57446827669628e-05,0.0002329787239432335,0.0001127659561461769,0.00019468084792606533,0.00010425531945656985,0.00019893617718480527,8.297872409457341e-05,0.00019468084792606533,0.00010425531945656985,0.00022446809452958405,0.0001127659561461769,0.00019468084792606533,0.00010425531945656985
2.2e-05,0.00019468084792606533,9.999999747378752e-05,0.0002329787239432335,0.00012127659283578396,0.00020744680659845471,0.00010851064143935218,0.00019893617718480527,8.723404607735574e-05,0.00020744680659845471,0.00010851064143935218,0.0002329787239432335,0.00011489361713756807,0.00020744680659845471,0.00010851064143935218
2.4e-05,0.00019893617718480527,0.00010425531945656985,0.00022446809452958405,0.0001255319220945239,0.00021595744328806177,0.00010851064143935218,0.00019893617718480527,9.148936078418046e-05,0.00021595744328806177,0.00010851064143935218,0.0002329787239432335,0.00012127659283578396,0.00021595744328806177,0.00010851064143935218
2.6e-05,0.00020744680659845471,0.00010851064143935218,0.00020744680659845471,0.00012978723680134863,0.0002202127652708441,0.0001127659561461769,0.00019893617718480527,9.57446827669628e-05,0.00022446809452958405,0.0001127659561461769,0.00022234042990021408,0.0001255319220945239,0.00022446809452958405,0.0001127659561461769
2.8e-05,0.00021595744328806177,0.00010851064143935218,0.00018191488925367594,0.00013829786621499807,0.00022446809452958405,0.00011702127812895924,0.00019468084792606533,9.999999747378752e-05,0.00022446809452958405,0.00011702127812895924,0.00020744680659845471,0.00012978723680134863,0.00022446809452958405,0.00011702127812895924
3e-05,0.00022446809452958405,0.0001127659561461769,0.00015638297918485478,0.00013829786621499807,0.00022446809452958405,0.00012127659283578396,0.00019468084792606533,0.00010425531945656985,0.00022446809452958405,0.00011702127812895924,0.00018617021851241589,0.0001361702088615857,0.00022446809452958405,0.00011702127812895924
3.2e-05,0.00022446809452958405,0.0001127659561461769,0.0001265957544092089,0.00014255319547373801,0.00021595744328806177,0.0001255319220945239,0.00019893617718480527,0.00010425531945656985,0.0002202127652708441,0.00012127659283578396,0.00016276595852104947,0.00013829786621499807,0.0002202127652708441,0.00012127659283578396
3.4e-05,0.00022872340196045116,0.00011702127812895924,4.999999873689376e-05,0.00014255319547373801,0.00020319148461567238,0.00012978723680134863,0.00020744680659845471,0.00010851064143935218,0.00020744680659845471,0.0001255319220945239,0.00013936169852968305,0.00014255319547373801,0.00020744680659845471,0.0001255319220945239
3.6e-05,0.00022446809452958405,0.00012127659283578396,5.2127659728284925e-05,0.00013829786621499807,0.00018617021851241589,0.00013404255150817335,0.00021595744328806177,0.00010851064143935218,0.00019468084792606533,0.00012978723680134863,8.829787475406192e-05,0.00014255319547373801,0.00019468084792606533,0.00012978723680134863
3.8e-05,0.00021595744328806177,0.0001255319220945239,6.489361840067431e-05,0.00014680851018056273,0.00016914893785724416,0.00013404255150817335,0.0002202127652708441,0.00010851064143935218,0.00017553191719343886,0.00013404255150817335,4.5744682211079635e-05,0.00013829786621499807,0.00017553191719343886,0.00013404255150817335
4e-05,0.00020744680659845471,0.0001255319220945239,7.978723442647606e-05,0.0001553191541461274,0.00014787234249524772,0.00013829786621499807,0.00022446809452958405,0.0001127659561461769,0.00015638297918485478,0.00013829786621499807,5.638297807308845e-05,0.00014255319547373801,0.00015638297918485478,0.00013829786621499807
4.2e-05,0.00019468084792606533,0.00012978723680134863,NA,NA,0.00012234042515046895,0.00013829786621499807,0.00022872340196045116,0.0001127659561461769,0.00013510638382285833,0.00013829786621499807,NA,NA,0.00013510638382285833,0.00013829786621499807
4.4e-05,0.0001776595672708936,0.00013404255150817335,NA,NA,7.978723442647606e-05,0.00014255319547373801,0.00022872340196045116,0.00011702127812895924,0.0001010638261504937,0.00014255319547373801,NA,NA,0.0001010638261504937,0.00014255319547373801
4.6e-05,0.00016276595852104947,0.00013829786621499807,NA,NA,4.999999873689376e-05,0.00014680851018056273,0.00022446809452958405,0.00012127659283578396,5.425531890068669e-05,0.00014255319547373801,NA,NA,5.425531890068669e-05,0.00014255319547373801
4.8e-05,0.0001436170205124654,0.00013829786621499807,NA,NA,4.999999873689376e-05,0.00014680851018056273,0.0002202127652708441,0.00012127659283578396,4.7872339564491995e-05,0.00014255319547373801,NA,NA,4.7872339564491995e-05,0.00014255319547373801
5e-05,0.00012446808977983892,0.00013829786621499807,NA,NA,5.638297807308845e-05,0.00015106382488738745,0.00021595744328806177,0.0001255319220945239,5.425531890068669e-05,0.00014680851018056273,NA,NA,5.425531890068669e-05,0.00014680851018056273
5.2e-05,NA,NA,NA,NA,NA,NA,0.00020744680659845471,0.0001255319220945239,NA,NA,NA,NA,NA,NA
5.4e-05,NA,NA,NA,NA,NA,NA,0.00019893617718480527,0.00012978723680134863,NA,NA,NA,NA,NA,NA
5.6e-05,NA,NA,NA,NA,NA,NA,0.00018617021851241589,0.00013404255150817335,NA,NA,NA,NA,NA,NA
5.8e-05,NA,NA,NA,NA,NA,NA,0.0001734042598400265,0.0001361702088615857,NA,NA,NA,NA,NA,NA
6e-05,NA,NA,NA,NA,NA,NA,0.0001606383011676371,0.00013829786621499807,NA,NA,NA,NA,NA,NA
6.2e-05,NA,NA,NA,NA,NA,NA,0.00014787234249524772,0.00013829786621499807,NA,NA,NA,NA,NA,NA
6.4e-05,NA,NA,NA,NA,NA,NA,0.00013510638382285833,0.00013829786621499807,NA,NA,NA,NA,NA,NA
6.6e-05,NA,NA,NA,NA,NA,NA,0.00011808510680566542,0.00014255319547373801,NA,NA,NA,NA,NA,NA
6.8e-05,NA,NA,NA,NA,NA,NA,8.404255277127959e-05,0.00014255319547373801,NA,NA,NA,NA,NA,NA
7e-05,NA,NA,NA,NA,NA,NA,5.425531890068669e-05,0.00014255319547373801,NA,NA,NA,NA,NA,NA
